LCDM,Ursem,Li et al.,Cheng,Tilahun,Salleh et al.,Wineberg and Oppacher,Zhu et al.,Shi,Wang et al.,Zhao et al.,Osuna Enciso et al.
1.0012814519062677e-06,0.5673998109057904,0.5673998109057904,0.8154441980388488,0.5673998109057904,0.8154441980388488,236527.0,172912.0,0.7977020566046396,1.9504484848484847,113707845812393854582670402430769513311241190849153093790124564982500,0.00015043558137498524
1.5845446185907645e-06,0.5704345726086885,0.5704345726086885,0.8335934430671275,0.5704345726086884,0.8335934430671275,236538.0,177100.0,0.8019206362213882,1.9501171717171717,104761716227447365409165266594209766023122027282033604645864030344556,0.00014820621682118442
1.5118113811636605e-06,0.5717874647401469,0.5717874647401469,0.7974356717577012,0.5717874647401466,0.7974356717577012,236673.0,164408.0,0.8029340167268998,1.952032323232323,104845660999684961353280671598615607647728107286316739371726565061232,0.00015599825627511568
1.5571766493782614e-06,0.5669112486512498,0.5669112486512498,0.8091943354830131,0.5669112486512499,0.8091943354830131,236999.0,168135.0,0.7980502441209385,1.9543434343434345,105670890946585255451760214947617269205739983226032896441017967095774,0.0001521080989400194
1.4759433860507483e-06,0.5722840040077433,0.5722840040077433,0.7848809599390517,0.5722840040077432,0.7848809599390517,236747.0,169185.0,0.805002584086168,1.9522343434343432,96480427895564626304749709813132901235370062739353422202175948452130,0.0001543975547470266
2.6981745321696313e-06,0.5643608363230097,0.5643608363230097,0.8448987350618492,0.5643608363230097,0.8448987350618492,236832.0,163651.0,0.7948477858247295,1.9527353535353538,107142772107764764609107097427960343775921542793494986585454970324346,0.00016083149152419692
9.557416953498178e-07,0.5714542663240546,0.5714542663240546,0.8497623617459024,0.5714542663240546,0.8497623617459024,236623.0,165595.0,0.8042868962066796,1.9512484848484848,99729083543731820148609913771135218175829706437945687751487168383566,0.00015355366331234097
1.4832479704593648e-06,0.5713689872625769,0.5713689872625769,0.9031251653099006,0.5713689872625769,0.9031251653099006,236888.0,171785.0,0.8037407396234603,1.9534626262626262,99490057627764953217191003530614341010430919526721891907266331452542,0.00016166268970162315
1.545864012290403e-06,0.5671417805690728,0.5671417805690728,0.8508824974382727,0.5671417805690727,0.8508824974382727,236926.0,168513.0,0.7995565692181121,1.9534949494949492,104399639689375101901686657890014579419071076414942114879426760317050,0.00015841293713768123
9.823564395466771e-07,0.5678941377240105,0.5678941377240105,0.8088226717213223,0.5678941377240105,0.8088226717213223,236575.0,168066.0,0.7990675758197258,1.9510868686868685,107999273393684382351688722346019063534441861447589825331565079197856,0.00015596576679100305
1.5240776724672874e-06,0.5702342073261807,0.5702342073261807,0.7693903692377116,0.5702342073261807,0.7693903692377116,236155.0,166818.0,0.8025186897150669,1.9474747474747474,106503923697917591779415413056696032999684249154813327447227713248490,0.0001559982562751157
9.586672219908371e-07,0.5716845811981307,0.5716845811981307,0.8214213360345478,0.5716845811981308,0.8214213360345478,236292.0,170437.0,0.8047753073549241,1.9484929292929294,109201599738962387999257476924742175496657279167078459148037865256262,0.00014728276687152415
